Date,Value
1997-02-01,2.21
1997-03-01,3.12
1997-04-01,2.51
1997-05-01,1.04
1997-06-01,5.43
1997-07-01,3.38
1997-08-01,2.22
1997-09-01,3.43
1997-10-01,1.5
1997-11-01,2.65
1997-12-01,2.37
1998-01-01,7.97
1998-02-01,8.0
1998-03-01,5.2
1998-04-01,4.58
1998-05-01,4.47
1998-06-01,2.03
1998-07-01,0.86
1998-08-01,6.17
1998-09-01,1.1
1998-10-01,1.47
1998-11-01,0.85
1998-12-01,2.32
1999-01-01,3.7
1999-02-01,2.14
1999-03-01,2.77
1999-04-01,2.7
1999-05-01,2.27
1999-06-01,0.85
1999-07-01,5.96
1999-08-01,2.63
1999-09-01,7.38
1999-10-01,1.24
1999-11-01,2.09
1999-12-01,2.46
2000-01-01,2.08
2000-02-01,1.69
2000-03-01,2.86
2000-04-01,5.71
2000-05-01,2.67
2000-06-01,4.57
2000-07-01,7.16
2000-08-01,3.16
2000-09-01,5.88
2000-10-01,0.02
2000-11-01,2.08
2000-12-01,1.67
2001-01-01,1.79
2001-02-01,0.9
2001-03-01,4.48
2001-04-01,0.81
2001-05-01,4.67
2001-06-01,1.51
2001-07-01,3.13
2001-08-01,2.02
2001-09-01,2.12
2001-10-01,0.43
2001-11-01,0.6
2001-12-01,2.48
2002-01-01,1.77
2002-02-01,0.71
2002-03-01,4.0
2002-04-01,1.89
2002-05-01,2.67
2002-06-01,1.4
2002-07-01,3.09
2002-08-01,2.21
2002-09-01,3.54
2002-10-01,5.03
2002-11-01,4.25
2002-12-01,3.16
2003-01-01,1.44
2003-02-01,5.8
2003-03-01,3.52
2003-04-01,4.99
2003-05-01,10.11
2003-06-01,6.31
2003-07-01,5.16
2003-08-01,4.03
2003-09-01,4.32
2003-10-01,1.49
2003-11-01,4.14
2003-12-01,2.95
2004-01-01,1.63
2004-02-01,2.27
2004-03-01,2.09
2004-04-01,3.45
2004-05-01,3.87
2004-06-01,6.47
2004-07-01,4.31
2004-08-01,2.97
2004-09-01,11.72
2004-10-01,2.38
2004-11-01,4.26
2004-12-01,2.13
2005-01-01,2.15
2005-02-01,2.2
2005-03-01,3.72
2005-04-01,2.63
2005-05-01,2.15
2005-06-01,5.07
2005-07-01,4.96
2005-08-01,3.72
2005-09-01,0.23
2005-10-01,5.05
2005-11-01,3.63
2005-12-01,2.36
2006-01-01,3.56
2006-02-01,1.56
2006-03-01,0.35
2006-04-01,3.0
2006-05-01,1.46
2006-06-01,8.51
2006-07-01,1.92
2006-08-01,2.35
2006-09-01,3.21
2006-10-01,5.33
2006-11-01,4.22
2006-12-01,1.98
2007-01-01,2.4
2007-02-01,2.23
2007-03-01,3.32
2007-04-01,2.6
2007-05-01,2.59
2007-06-01,2.62
2007-07-01,3.22
2007-08-01,1.5
2007-09-01,1.11
2007-10-01,5.33
2007-11-01,0.18
2007-12-01,2.76
2008-01-01,0.96
2008-02-01,1.86
2008-03-01,2.27
2008-04-01,4.94
2008-05-01,2.08
2008-06-01,4.64
2008-07-01,3.67
2008-08-01,4.65
2008-09-01,2.2
2008-10-01,1.87
2008-11-01,1.92
2008-12-01,2.25
2009-01-01,2.72
2009-02-01,1.22
2009-03-01,3.47
2009-04-01,3.2
2009-05-01,6.87
2009-06-01,4.54
2009-07-01,5.84
2009-08-01,4.43
2009-09-01,3.14
2009-10-01,2.69
2009-11-01,7.44
2009-12-01,8.22
2010-01-01,4.61
2010-02-01,2.07
2010-03-01,3.96
2010-04-01,1.35
2010-05-01,5.35
2010-06-01,1.28
2010-07-01,5.73
2010-08-01,5.0
2010-09-01,6.92
2010-10-01,1.69
2010-11-01,3.47
2010-12-01,1.99
2011-01-01,0.82
2011-02-01,2.2
2011-03-01,4.23
2011-04-01,5.33
2011-05-01,3.79
2011-06-01,3.51
2011-07-01,3.76
2011-08-01,1.45
2011-09-01,7.39
2011-10-01,4.06
2011-11-01,4.3
2011-12-01,4.19
2012-01-01,1.69
2012-02-01,2.21
2012-03-01,3.52
2012-04-01,3.04
2012-05-01,4.03
2012-06-01,3.25
2012-07-01,3.14
2012-08-01,3.99
2012-09-01,3.6
2012-10-01,1.3
2012-11-01,0.61
2012-12-01,2.58
2013-01-01,7.21
2013-02-01,2.08
2013-03-01,3.4
2013-04-01,2.94
2013-05-01,4.91
2013-06-01,6.49
2013-07-01,12.73
2013-08-01,2.55
2013-09-01,1.13
2013-10-01,2.54
2013-11-01,2.74
2013-12-01,4.38
2014-01-01,1.81
2014-02-01,4.47
2014-03-01,2.76
2014-04-01,4.18
2014-05-01,2.38
2014-06-01,3.05
2014-07-01,3.4
2014-08-01,6.53
2014-09-01,1.23
2014-10-01,3.56
2014-11-01,3.52
2014-12-01,2.54
2015-01-01,1.31
2015-02-01,2.61
2015-03-01,4.32
2015-04-01,4.99
2015-05-01,1.75
2015-06-01,9.07
2015-07-01,4.29
2015-08-01,3.09
2015-09-01,8.48
2015-10-01,6.1
2015-11-01,4.0
2015-12-01,4.55
2016-01-01,2.99
2016-02-01,5.24
2016-03-01,2.25
2016-04-01,1.13
2016-05-01,6.12
2016-06-01,6.03
2016-07-01,5.55
2016-08-01,4.46
2016-09-01,4.75
2016-10-01,4.42
2016-11-01,1.08
2016-12-01,2.79
2017-01-01,4.1
2017-02-01,0.54
2017-03-01,2.32
2017-04-01,5.92
2017-05-01,8.14
2017-06-01,4.5
2017-07-01,2.07
2017-08-01,2.31
2017-09-01,2.38
2017-10-01,4.18
2017-11-01,0.7
2017-12-01,0.36
2018-01-01,2.14
2018-02-01,3.98
2018-03-01,3.38
2018-04-01,4.03
2018-05-01,9.5
2018-06-01,3.63
2018-07-01,4.47
2018-08-01,5.17
2018-09-01,9.92
