Date,Value
1963-08-01,1.65
1963-09-01,2.64
1963-10-01,0.03
1963-11-01,4.06
1963-12-01,1.25
1964-01-01,2.46
1964-02-01,2.04
1964-03-01,1.75
1964-04-01,2.82
1964-05-01,2.6
1964-06-01,1.95
1964-07-01,1.49
1964-08-01,1.43
1964-09-01,3.32
1964-10-01,1.79
1964-11-01,1.93
1964-12-01,2.48
1965-01-01,2.5
1965-02-01,3.19
1965-03-01,3.05
1965-04-01,2.77
1965-05-01,1.9
1965-06-01,2.15
1965-07-01,1.56
1965-08-01,1.46
1965-09-01,2.94
1965-10-01,2.32
1965-11-01,0.92
1965-12-01,0.27
1966-01-01,2.62
1966-02-01,3.58
1966-03-01,0.53
1966-04-01,3.92
1966-05-01,2.72
1966-06-01,1.04
1966-07-01,1.86
1966-08-01,3.76
1966-09-01,6.57
1966-10-01,2.56
1966-11-01,2.38
1966-12-01,1.78
1967-01-01,0.72
1967-02-01,0.81
1967-03-01,4.54
1967-04-01,0.53
1967-05-01,3.56
1967-06-01,1.0
1967-07-01,4.09
1967-08-01,7.35
1967-09-01,3.09
1967-10-01,2.42
1967-11-01,1.21
1967-12-01,3.09
1968-01-01,1.05
1968-02-01,0.25
1968-03-01,3.09
1968-04-01,1.42
1968-05-01,3.48
1968-06-01,2.2
1968-07-01,2.11
1968-08-01,6.11
1968-09-01,3.16
1968-10-01,3.42
1968-11-01,2.66
1968-12-01,1.27
1969-01-01,1.08
1969-02-01,1.36
1969-03-01,1.23
1969-04-01,1.64
1969-05-01,1.95
1969-06-01,3.08
1969-07-01,13.06
1969-08-01,5.04
1969-09-01,6.27
1969-10-01,1.14
1969-11-01,1.79
1969-12-01,3.67
1970-01-01,0.9
1970-02-01,1.86
1970-03-01,2.21
1970-04-01,2.9
1970-05-01,2.96
1970-06-01,1.85
1970-07-01,3.73
1970-08-01,4.52
1970-09-01,2.39
1970-10-01,4.01
1970-11-01,3.15
1970-12-01,1.3
1971-01-01,1.74
1971-02-01,2.72
1971-03-01,2.21
1971-04-01,0.64
1971-05-01,5.88
1971-06-01,4.07
1971-07-01,2.31
1971-08-01,2.1
1971-09-01,6.14
1971-10-01,3.81
1971-11-01,1.61
1971-12-01,0.51
1972-01-01,0.94
1972-02-01,3.77
1972-03-01,1.1
1972-04-01,2.25
1972-05-01,4.15
1972-06-01,7.8
1972-07-01,5.13
1972-08-01,1.84
1972-09-01,6.14
1972-10-01,3.81
1972-11-01,1.61
1972-12-01,0.51
1973-01-01,0.94
1973-02-01,2.82
1973-03-01,3.59
1973-04-01,4.49
1973-05-01,3.78
1973-06-01,4.07
1973-07-01,2.11
1973-08-01,4.97
1973-09-01,1.58
1973-10-01,4.37
1973-11-01,1.58
1973-12-01,5.9
1974-01-01,2.79
1974-02-01,1.17
1974-03-01,2.45
1974-04-01,1.42
1974-05-01,3.62
1974-06-01,5.89
1974-07-01,3.12
1974-08-01,2.22
1974-09-01,2.21
